"epoch","FAVORITE_transformer_db_false_full_attention - _step","FAVORITE_transformer_db_false_full_attention - _step__MIN","FAVORITE_transformer_db_false_full_attention - _step__MAX","FAVORITE_transformer_db_false_full_attention - loss/val_epoch","FAVORITE_transformer_db_false_full_attention - loss/val_epoch__MIN","FAVORITE_transformer_db_false_full_attention - loss/val_epoch__MAX","FAVORITE_transformer_db_false_full_attention - loss/train_epoch","FAVORITE_transformer_db_false_full_attention - loss/train_epoch__MIN","FAVORITE_transformer_db_false_full_attention - loss/train_epoch__MAX"
"11","5340.666666666667","5190","5417","0.35448016226291656","0.3468974232673645","0.36206290125846863","0.37371084094047546","0.37371084094047546","0.37371084094047546"
"12","5792.333333333333","5642","5868","0.3548688292503357","0.3428160548210144","0.366921603679657","0.3677113354206085","0.3677113354206085","0.3677113354206085"
"13","6243.666666666667","6093","6320","0.33979879319667816","0.32586583495140076","0.35373175144195557","0.35128793120384216","0.35128793120384216","0.35128793120384216"
"14","6695.333333333333","6545","6771","0.3227710425853729","0.3227224051952362","0.32281967997550964","0.3385934829711914","0.3385934829711914","0.3385934829711914"
"15","7146.666666666667","6996","7223","0.32353027164936066","0.3227587938308716","0.32430174946784973","0.330499529838562","0.330499529838562","0.330499529838562"
"16","7598.333333333333","7448","7674","0.30594684183597565","0.3011309802532196","0.3107627034187317","0.31823596358299255","0.31823596358299255","0.31823596358299255"
"17","8049.666666666667","7899","8126","0.30408643186092377","0.30022263526916504","0.3079502284526825","0.31185516715049744","0.31185516715049744","0.31185516715049744"
"18","8501.333333333334","8351","8577","0.30924955010414124","0.2971414029598236","0.32135769724845886","0.3039115071296692","0.3039115071296692","0.3039115071296692"
"19","8952.666666666666","8802","9029","0.29694266617298126","0.2775374948978424","0.3163478374481201","0.29714304208755493","0.29714304208755493","0.29714304208755493"
"20","9404.333333333334","9254","9480","0.28275154531002045","0.2823418378829956","0.2831612527370453","0.2890945374965668","0.2890945374965668","0.2890945374965668"
"21","9855.666666666666","9705","9932","0.28473152220249176","0.2715940773487091","0.2978689670562744","0.2803802192211151","0.2803802192211151","0.2803802192211151"
"22","10307.333333333334","10157","10383","0.2664826065301895","0.2636486887931824","0.26931652426719666","0.28085482120513916","0.28085482120513916","0.28085482120513916"
"23","10758.666666666666","10608","10835","0.2578531354665756","0.25402820110321045","0.2616780698299408","0.2713177800178528","0.2713177800178528","0.2713177800178528"
"24","11210.333333333334","11060","11286","0.2526455372571945","0.25146371126174927","0.25382736325263977","0.2668328881263733","0.2668328881263733","0.2668328881263733"
"25","11661.666666666666","11511","11738","0.26403938233852386","0.2605031728744507","0.26757559180259705","0.2596738934516907","0.2596738934516907","0.2596738934516907"
"26","12113.333333333334","11963","12189","0.25790123641490936","0.2513437271118164","0.2644587457180023","0.25720107555389404","0.25720107555389404","0.25720107555389404"
"27","12564.666666666666","12414","12641","0.25296369194984436","0.25063735246658325","0.25529003143310547","0.25245267152786255","0.25245267152786255","0.25245267152786255"
"28","13016.333333333334","12866","13092","0.25640593469142914","0.25109121203422546","0.2617206573486328","0.2492767721414566","0.2492767721414566","0.2492767721414566"
"29","13467.666666666666","13317","13544","0.25166668742895126","0.23989354074001312","0.2634398341178894","0.24851490557193756","0.24851490557193756","0.24851490557193756"
"30","13919.333333333334","13769","13995","0.2423659935593605","0.23563571274280548","0.24909627437591553","0.24198617041110992","0.24198617041110992","0.24198617041110992"
"31","14370.666666666666","14220","14447","0.229607455432415","0.22953325510025024","0.22968165576457977","0.23723581433296204","0.23723581433296204","0.23723581433296204"
"32","14822.333333333334","14672","14898","0.23300715535879135","0.23218895494937897","0.23382535576820374","0.23536664247512817","0.23536664247512817","0.23536664247512817"
"33","15273.666666666666","15123","15350","0.242137111723423","0.23835836350917816","0.24591585993766785","0.2316310852766037","0.2316310852766037","0.2316310852766037"
"34","15725.333333333334","15575","15801","0.22395244985818863","0.2235613763332367","0.22434352338314056","0.23015062510967255","0.23015062510967255","0.23015062510967255"
"35","16176.666666666666","16026","16253","0.22746581584215164","0.22458302974700928","0.230348601937294","0.22655148804187775","0.22655148804187775","0.22655148804187775"
"36","16628.333333333332","16478","16704","0.2260933518409729","0.2244020253419876","0.2277846783399582","0.22630725800991058","0.22630725800991058","0.22630725800991058"
"37","17079.666666666668","16929","17156","0.22194573283195496","0.2183941751718521","0.2254972904920578","0.22553880512714386","0.22553880512714386","0.22553880512714386"
"38","17531.333333333332","17381","17607","0.22075018286705017","0.21338851749897003","0.2281118482351303","0.222714364528656","0.222714364528656","0.222714364528656"
"39","17982.666666666668","17832","18059","0.21977241337299347","0.21698082983493805","0.2225639969110489","0.219957634806633","0.219957634806633","0.219957634806633"
"40","18434.333333333332","18284","18510","0.21164019405841827","0.20738592743873596","0.21589446067810059","0.2176584005355835","0.2176584005355835","0.2176584005355835"
"41","18885.666666666668","18735","18962","0.21146360784769058","0.20432303845882416","0.218604177236557","0.21517425775527954","0.21517425775527954","0.21517425775527954"
"42","19337.333333333332","19187","19413","0.2187390774488449","0.21650727093219757","0.22097088396549225","0.21661588549613953","0.21661588549613953","0.21661588549613953"
"43","19788.666666666668","19638","19865","0.21840877085924149","0.20928773283958435","0.22752980887889862","0.211851567029953","0.211851567029953","0.211851567029953"
"44","20240.333333333332","20090","20316","0.2136329710483551","0.21304748952388763","0.21421845257282257","0.21489232778549194","0.21489232778549194","0.21489232778549194"
"45","20691.666666666668","20541","20768","0.20801106840372086","0.206306591629982","0.20971554517745972","0.20950616896152496","0.20950616896152496","0.20950616896152496"
"46","21143.333333333332","20993","21219","0.20932085812091827","0.20884113013744354","0.209800586104393","0.20654931664466858","0.20654931664466858","0.20654931664466858"
"47","21594.666666666668","21444","21671","0.23023416101932526","0.22320400178432465","0.23726432025432587","0.20921114087104797","0.20921114087104797","0.20921114087104797"
"48","22046.333333333332","21896","22122","0.1907237395644188","0.18843547999858856","0.19301199913024902","0.19038210809230804","0.19038210809230804","0.19038210809230804"
"49","22497.666666666668","22347","22574","0.18983682245016098","0.1882665902376175","0.19140705466270447","0.1863716095685959","0.1863716095685959","0.1863716095685959"
